Epoch 4, ranks: [16, 17, 16, 14, 17, 15, 15, 14, 17, 13, 15, 15, 17, 12, 13, 12]
Epoch 9, ranks: [16, 18, 15, 14, 18, 15, 16, 13, 18, 12, 15, 14, 18, 9, 12, 9]
Epoch 14, ranks: [17, 18, 15, 13, 19, 15, 16, 12, 18, 11, 15, 13, 19, 7, 11, 8]
Epoch 19, ranks: [17, 18, 15, 13, 19, 15, 16, 12, 18, 11, 15, 12, 20, 6, 10, 7]
Epoch 24, ranks: [17, 18, 15, 13, 19, 15, 16, 11, 19, 10, 15, 11, 20, 6, 10, 6]
Epoch 29, ranks: [18, 18, 15, 13, 20, 15, 16, 11, 19, 9, 15, 10, 20, 6, 10, 6]
Epoch 34, ranks: [18, 18, 15, 13, 20, 14, 16, 11, 19, 9, 15, 10, 20, 6, 9, 5]
Epoch 39, ranks: [18, 18, 15, 13, 20, 14, 16, 11, 19, 9, 15, 9, 20, 6, 9, 5]
Epoch 44, ranks: [18, 18, 15, 13, 20, 14, 16, 11, 20, 9, 15, 9, 20, 6, 9, 5]
Epoch 49, ranks: [18, 18, 15, 13, 20, 14, 16, 10, 20, 9, 15, 9, 20, 6, 9, 4]
Epoch 54, ranks: [18, 18, 15, 13, 20, 14, 16, 10, 20, 9, 14, 9, 20, 6, 9, 4]
Epoch 59, ranks: [18, 18, 15, 13, 20, 14, 16, 10, 20, 9, 14, 9, 20, 6, 9, 4]
Epoch 64, ranks: [18, 18, 15, 13, 21, 14, 16, 10, 20, 9, 14, 9, 20, 6, 9, 4]
Epoch 69, ranks: [18, 18, 15, 13, 21, 14, 16, 10, 20, 9, 14, 8, 20, 6, 9, 4]
Epoch 74, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 79, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 84, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 89, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 94, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 99, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 104, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 109, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 114, ranks: [18, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 119, ranks: [17, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 124, ranks: [17, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 20, 6, 9, 4]
Epoch 129, ranks: [17, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 21, 6, 9, 4]
Epoch 134, ranks: [17, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 21, 6, 9, 4]
Epoch 139, ranks: [16, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 21, 6, 9, 4]
Epoch 144, ranks: [16, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 22, 6, 9, 4]
Epoch 149, ranks: [16, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 22, 6, 9, 4]
Epoch 154, ranks: [15, 18, 15, 13, 21, 14, 15, 10, 20, 9, 13, 8, 22, 6, 9, 4]
Epoch 159, ranks: [14, 18, 15, 13, 21, 15, 15, 10, 21, 9, 13, 8, 22, 6, 9, 4]
Epoch 164, ranks: [13, 18, 15, 13, 21, 16, 15, 11, 21, 9, 13, 8, 22, 6, 9, 4]
Epoch 169, ranks: [13, 18, 14, 13, 21, 16, 15, 11, 22, 9, 13, 8, 22, 6, 9, 4]
Epoch 174, ranks: [13, 18, 14, 13, 21, 16, 15, 11, 22, 9, 13, 8, 22, 6, 9, 4]
Epoch 179, ranks: [13, 18, 14, 14, 20, 17, 15, 11, 22, 9, 13, 8, 22, 6, 9, 4]
Epoch 184, ranks: [13, 18, 14, 14, 20, 18, 15, 11, 22, 10, 14, 8, 22, 6, 9, 4]
Epoch 189, ranks: [12, 17, 13, 14, 19, 18, 15, 11, 22, 10, 14, 8, 22, 6, 9, 4]
Epoch 194, ranks: [12, 16, 13, 14, 18, 19, 16, 12, 22, 11, 14, 9, 23, 6, 10, 4]
Epoch 199, ranks: [11, 15, 13, 14, 17, 19, 16, 13, 22, 12, 15, 10, 24, 6, 10, 4]
