Epoch 4, ranks: [16, 16, 16, 14, 17, 13, 16, 16, 17, 13, 16, 16, 17, 14, 14, 14]
Epoch 9, ranks: [17, 16, 16, 13, 17, 12, 16, 14, 18, 12, 16, 14, 17, 13, 13, 12]
Epoch 14, ranks: [18, 16, 16, 13, 18, 12, 16, 13, 19, 11, 16, 13, 17, 12, 12, 11]
Epoch 19, ranks: [19, 16, 15, 13, 19, 12, 15, 13, 19, 10, 15, 12, 16, 12, 12, 8]
Epoch 24, ranks: [19, 17, 15, 13, 19, 12, 15, 13, 19, 9, 14, 12, 17, 12, 11, 7]
Epoch 29, ranks: [19, 18, 14, 13, 20, 12, 15, 13, 19, 8, 14, 12, 17, 12, 11, 6]
Epoch 34, ranks: [19, 18, 14, 13, 20, 12, 15, 13, 19, 8, 14, 12, 17, 12, 11, 6]
Epoch 39, ranks: [19, 18, 14, 13, 20, 12, 15, 13, 19, 8, 14, 12, 18, 12, 10, 6]
Epoch 44, ranks: [19, 18, 14, 13, 20, 12, 15, 13, 19, 8, 14, 12, 19, 12, 9, 6]
Epoch 49, ranks: [19, 19, 14, 13, 20, 12, 15, 13, 19, 8, 14, 12, 19, 12, 8, 6]
Epoch 54, ranks: [19, 19, 14, 13, 20, 11, 15, 13, 19, 8, 14, 11, 20, 11, 8, 4]
Epoch 59, ranks: [19, 19, 14, 13, 20, 10, 15, 13, 19, 8, 14, 10, 20, 10, 8, 4]
Epoch 64, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 19, 8, 14, 9, 20, 9, 8, 4]
Epoch 69, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 19, 8, 14, 8, 20, 8, 8, 4]
Epoch 74, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 19, 8, 14, 8, 20, 8, 8, 4]
Epoch 79, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 84, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 89, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 94, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 99, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 104, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 109, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 114, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 119, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 8, 8, 4]
Epoch 124, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 129, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 134, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 139, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 144, ranks: [19, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 149, ranks: [18, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 154, ranks: [18, 19, 14, 13, 21, 9, 15, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 159, ranks: [17, 19, 14, 13, 22, 9, 16, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 164, ranks: [17, 19, 14, 13, 23, 9, 17, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 169, ranks: [17, 19, 14, 13, 23, 9, 17, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 174, ranks: [17, 19, 13, 13, 23, 9, 17, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 179, ranks: [16, 19, 13, 13, 23, 9, 17, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 184, ranks: [16, 19, 13, 13, 23, 9, 17, 13, 20, 8, 14, 8, 20, 7, 8, 4]
Epoch 189, ranks: [16, 19, 13, 13, 22, 9, 17, 13, 21, 8, 14, 8, 21, 7, 8, 4]
Epoch 194, ranks: [14, 19, 13, 13, 22, 9, 17, 13, 22, 8, 14, 8, 22, 7, 8, 4]
Epoch 199, ranks: [13, 18, 13, 13, 22, 9, 17, 13, 22, 8, 14, 8, 22, 7, 8, 4]
