Epoch 4, ranks: [16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]
Epoch 9, ranks: [16, 16, 16, 14, 17, 16, 16, 14, 17, 14, 16, 14, 16, 14, 13, 13]
Epoch 14, ranks: [16, 16, 15, 14, 18, 15, 16, 14, 18, 14, 15, 13, 16, 13, 13, 10]
Epoch 19, ranks: [16, 16, 15, 13, 19, 15, 15, 14, 19, 14, 15, 13, 16, 11, 11, 9]
Epoch 24, ranks: [16, 16, 15, 13, 20, 15, 15, 14, 20, 14, 14, 13, 16, 10, 10, 9]
Epoch 29, ranks: [16, 16, 15, 13, 20, 15, 15, 14, 21, 14, 14, 13, 16, 9, 9, 9]
Epoch 34, ranks: [16, 16, 15, 13, 20, 15, 15, 14, 21, 14, 14, 13, 16, 9, 9, 9]
Epoch 39, ranks: [16, 16, 15, 13, 20, 15, 15, 14, 21, 14, 14, 13, 16, 9, 9, 9]
Epoch 44, ranks: [16, 16, 15, 12, 21, 15, 15, 14, 21, 14, 14, 12, 16, 9, 9, 9]
Epoch 49, ranks: [16, 16, 15, 11, 21, 15, 15, 14, 21, 14, 14, 11, 16, 9, 9, 9]
Epoch 54, ranks: [16, 16, 15, 10, 21, 15, 15, 14, 21, 14, 14, 10, 16, 9, 9, 9]
Epoch 59, ranks: [16, 16, 15, 10, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 64, ranks: [16, 16, 15, 10, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 69, ranks: [16, 16, 15, 10, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 74, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 79, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 84, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 89, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 94, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 99, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 104, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 109, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 114, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 119, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 124, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 129, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 134, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 139, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 144, ranks: [16, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 149, ranks: [15, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 154, ranks: [14, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 159, ranks: [14, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 164, ranks: [14, 16, 15, 9, 21, 15, 15, 14, 21, 14, 14, 9, 16, 9, 9, 9]
Epoch 169, ranks: [14, 17, 14, 9, 21, 15, 15, 14, 21, 14, 14, 9, 17, 9, 9, 9]
Epoch 174, ranks: [14, 17, 14, 9, 21, 15, 15, 14, 21, 14, 14, 9, 17, 9, 9, 9]
Epoch 179, ranks: [14, 17, 14, 9, 21, 15, 15, 14, 21, 14, 14, 9, 17, 9, 9, 9]
Epoch 184, ranks: [14, 17, 14, 9, 20, 15, 15, 14, 21, 14, 14, 9, 18, 9, 9, 9]
Epoch 189, ranks: [13, 17, 15, 10, 20, 16, 16, 15, 21, 15, 15, 10, 18, 10, 10, 10]
Epoch 194, ranks: [12, 17, 15, 10, 20, 16, 16, 16, 21, 16, 16, 10, 18, 10, 10, 10]
Epoch 199, ranks: [11, 17, 14, 9, 20, 17, 16, 16, 20, 17, 17, 9, 18, 9, 11, 9]
