Sun Apr 14 02:51:15 2024 Epoch 0, rank:64, lr: 0.0050000, train loss: 2.06938, acc: 23.49400
Sun Apr 14 02:51:25 2024 Epoch 1, rank:64, lr: 0.0049997, train loss: 1.92214, acc: 29.21400
Sun Apr 14 02:51:35 2024 Epoch 2, rank:64, lr: 0.0049988, train loss: 1.83954, acc: 32.08800
Sun Apr 14 02:51:45 2024 Epoch 3, rank:64, lr: 0.0049972, train loss: 1.77200, acc: 34.70800
Sun Apr 14 02:51:55 2024 Epoch 4, rank:62, lr: 0.0049951, train loss: 1.71027, acc: 36.72000
Sun Apr 14 02:52:06 2024 Epoch 5, rank:62, lr: 0.0049923, train loss: 1.71281, acc: 38.15400
Sun Apr 14 02:52:16 2024 Epoch 6, rank:62, lr: 0.0049889, train loss: 1.45236, acc: 46.82000
Sun Apr 14 02:52:27 2024 Epoch 7, rank:62, lr: 0.0049849, train loss: 1.37892, acc: 49.86200
Sun Apr 14 02:52:38 2024 Epoch 8, rank:62, lr: 0.0049803, train loss: 1.31941, acc: 51.89400
Sun Apr 14 02:52:47 2024 Epoch 9, rank:61, lr: 0.0049751, train loss: 1.27286, acc: 53.92600
Sun Apr 14 02:52:57 2024 Epoch 10, rank:61, lr: 0.0049692, train loss: 1.18988, acc: 57.32800
Sun Apr 14 02:53:07 2024 Epoch 11, rank:61, lr: 0.0049628, train loss: 1.12849, acc: 59.06600
Sun Apr 14 02:53:17 2024 Epoch 12, rank:61, lr: 0.0049557, train loss: 1.11213, acc: 59.87400
Sun Apr 14 02:53:27 2024 Epoch 13, rank:61, lr: 0.0049481, train loss: 1.09293, acc: 60.54800
Sun Apr 14 02:53:37 2024 Epoch 14, rank:59, lr: 0.0049398, train loss: 1.08986, acc: 60.86200
Sun Apr 14 02:53:46 2024 Epoch 15, rank:59, lr: 0.0049309, train loss: 1.05709, acc: 62.31400
Sun Apr 14 02:53:57 2024 Epoch 16, rank:59, lr: 0.0049215, train loss: 1.00048, acc: 64.41400
Sun Apr 14 02:54:07 2024 Epoch 17, rank:59, lr: 0.0049114, train loss: 0.99913, acc: 64.19800
Sun Apr 14 02:54:16 2024 Epoch 18, rank:59, lr: 0.0049007, train loss: 0.98355, acc: 64.76400
Sun Apr 14 02:54:27 2024 Epoch 19, rank:58, lr: 0.0048895, train loss: 0.98367, acc: 64.70200
Sun Apr 14 02:54:37 2024 Epoch 20, rank:58, lr: 0.0048776, train loss: 0.95217, acc: 65.97200
Sun Apr 14 02:54:47 2024 Epoch 21, rank:58, lr: 0.0048652, train loss: 0.91361, acc: 67.41200
Sun Apr 14 02:54:57 2024 Epoch 22, rank:58, lr: 0.0048522, train loss: 0.91324, acc: 67.22200
Sun Apr 14 02:55:08 2024 Epoch 23, rank:58, lr: 0.0048386, train loss: 0.90558, acc: 67.78800
Sun Apr 14 02:55:18 2024 Epoch 24, rank:57, lr: 0.0048244, train loss: 0.89404, acc: 68.02200
Sun Apr 14 02:55:28 2024 Epoch 25, rank:57, lr: 0.0048097, train loss: 0.87288, acc: 68.71800
Sun Apr 14 02:55:38 2024 Epoch 26, rank:57, lr: 0.0047944, train loss: 0.85232, acc: 69.43600
Sun Apr 14 02:55:48 2024 Epoch 27, rank:57, lr: 0.0047785, train loss: 0.84047, acc: 70.11600
Sun Apr 14 02:55:58 2024 Epoch 28, rank:57, lr: 0.0047621, train loss: 0.84184, acc: 70.04800
Sun Apr 14 02:56:08 2024 Epoch 29, rank:55, lr: 0.0047451, train loss: 0.83081, acc: 70.35800
Sun Apr 14 02:56:18 2024 Epoch 30, rank:55, lr: 0.0047275, train loss: 0.80485, acc: 71.30600
Sun Apr 14 02:56:28 2024 Epoch 31, rank:55, lr: 0.0047094, train loss: 0.79075, acc: 71.97600
Sun Apr 14 02:56:38 2024 Epoch 32, rank:55, lr: 0.0046908, train loss: 0.78769, acc: 71.77000
Sun Apr 14 02:56:48 2024 Epoch 33, rank:55, lr: 0.0046716, train loss: 0.77614, acc: 72.46200
Sun Apr 14 02:56:58 2024 Epoch 34, rank:54, lr: 0.0046519, train loss: 0.76603, acc: 72.72200
Sun Apr 14 02:57:08 2024 Epoch 35, rank:54, lr: 0.0046316, train loss: 0.75813, acc: 73.01800
Sun Apr 14 02:57:18 2024 Epoch 36, rank:54, lr: 0.0046108, train loss: 0.73315, acc: 74.09000
Sun Apr 14 02:57:28 2024 Epoch 37, rank:54, lr: 0.0045895, train loss: 0.72854, acc: 74.03400
